FileName|ReceivedTime|From|To|CC|BCC|Subject|HTMLBody|TextBody
1006.txt|12/30/1899 12:00:00 AM|||||||daren :here is what we are aware of for potential new volume for 3 / 01 :comstock sutton , tyler county , 1500 - 2500 mmbtu / d - gas daily mid month .d & p operating , harris county , 750 - 1500 mmbtu / d - gas daily mid monthsaxet , matagorda county , 2000 - 3000 mmbtu / d - gas daily mid monthhesco , victoria county , - 1000 mmbtud - gas daily mid monthhesco , padre island - 250 mmbtu / d - gas daily mid monthhs resources , hardin county , - 3000 mmbtu / d - gas daily mid monthpure resources , victoria county , 1000 mmbtud - gas daily mid monthdolphin , webb county , - 750 mmbtu / d - gas daily mid monthergon , tyler county , - 2000 mmbtu / d - gas daily mid monthplease let me know if you have any questions , again these are justpossiblities for your information .thanks ,susan smithx 3332###
1007.txt|12/30/1899 12:00:00 AM|||||||ed and elsahere ' s is some suggested language , based upon our conversation . pleasereview and offer comments .fyi : all new trade components ( i . e . delivery location ) require the review oflegal , david forster and marcello romano for approval .the transaction is for delivery of pool gas via the houston pipe linecompany , as scheduled by the counterparty , to either ( i ) houston ship channelzone 10 , meter # 7342 or ( ii ) houston ship channel zone 10 at any one of thefollowing points : brandywine ( meter # 1505 ) ; destec enerfin ( meter # 1563 ) ;dupont ( meter # 1019 ) ; equistar ( meter # 1373 ) ; ethyl ( albemarle ) ( meter #1188 ) ; exxon ( meter # 1031 ) ; georgia gulf corp . ( meter # 713 ) ; phibro energyinc . ( valero ref . ) ( meter # 1394 ) ; shell east ( meter # 1060 ) ; occidentalbattleground ( meter # 1485 ) ; igs dodge street ( meter # 1508 ) ; millenniumpetro polymer ( meter # 1553 ) .dale- - - - - - - - - - - - - - - - - - - - - - forwarded by dale neuner / hou / ect on 12 / 27 / 99 03 : 54 pm- - - - - - - - - - - - - - - - - - - - - - - - - - -dale neuner on 12 / 22 / 99 10 : 15 : 15 amto : elsa villarreal / hou / ect @ ect , daren j farmer / hou / ect @ ect , elizabeth lhernandez / hou / ect @ ectcc : jennifer deboisblanc denny / hou / ect @ ect , marcello romano / lon / ect @ ect ,david forster / lon / ect @ ectsubject : new nat gas delivery locationpursuant to our recent confirmation i have drafted some suggested languagefor the houston ship channel pooling point :abbreviation : hpl - hscsort code : [ tbd ]description : the transaction is for delivery via the houston pipe linecompany to the houston ship channel , zone 10 .elsa and darren ; please approve or offer comments regarding the content ofdescription .###
1008.txt|12/30/1899 12:00:00 AM|||||||- - - - - original message - - - - -from : gmweissman @ aep . com @ enron [ mailto : imceanotes - gmweissman + 40 aep + 2 ecom + 40 enron @ enron . com ]sent : friday , august 10 , 2001 4 : 55 pmto : martin , thomas a .subject : lower colorado river authoritygeorge 832 . 668 . 3173 aep 12 th floor ; 713 . 990 . 5064 pager- - - - - forwarded by george m weissman / hol / aepin on 08 / 10 / 01 04 : 54 pm - - - - -george m weissman 08 / 10 / 01 04 : 52 pm to : mbell @ lcra . org cc : brian m riley / hol / aepin @ aepin , tom . martin @ enron . com , melissa r graves / hol / aepin @ aepin bcc : donald p reinhardt / hol / aepin @ aepin , gerald w lofton / hol / aepin @ aepin , jerry a bubert / hol / aepin @ aepin , susan c smith / hol / aepin @ aepin , vance l taylor / hol / aepin @ aepin , janet m freeman / aepin @ aepin , michael w morris / hol / aepin @ aepin , brian m riley / hol / aepin @ aepin , sandi m braband / aepin @ aepin , james i ducote / hol / aepin @ aepin subject : lower colorado river authorityto : mickey bellp . o . box 2203701 lake austin blvd .austin , tx 78767512 . 473 . 3571512 . 473 . 3533this is to confirm our telephone conversation of earlier today in which we advised that the october 5 , 1998 contract for sale of natural gas between lower colorado river authority , buyer , and enron capital 713 . 990 . 5064 pager[ image ]###
1009.txt|12/30/1899 12:00:00 AM|||||||i can be here .mary poorman @ enron12 / 20 / 2000 08 : 34 amto : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clemcernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , markmccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , marypoorman / na / enron @ enron , eddie janzen / na / enron @ enroncc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ectsubject : tuesday , december 26 thwe will need a small staff to handle potential trades for wed . the 27 th .most of the pipelines are out of the office , so i would expect the work loadto be minimal . i plan on coming in , and would like to have a minimum ofthree on staff , so i need two volunteers ( one offsystem , just in case ) . ifanyone is going to be in town , please forward a number , in case we need tocall any additional people in , or have you work on a laptop from home . iwill get with you after the new year to make up the holiday you miss , or , youcan schedule your day now , i have the calendars . also , i will be out onvacation friday , dec . 22 nd and will need someone to send the nominations tothe plants , i don ' t expect to have full system coverage , just hpl / hpl andhpl / ena as needed . let me know if you are interested in learning how to dothis .thank you ,mary###
101.txt|12/30/1899 12:00:00 AM|||||||teco tap 110 . 000 / hpl iferc ; 12 . 500 / enronls hpl lsk ic 40 . 000 / enron###
1010.txt|12/30/1899 12:00:00 AM|||||||- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 26 / 2001 08 : 14am - - - - - - - - - - - - - - - - - - - - - - - - - - -" kevin olson " on 01 / 26 / 2001 08 : 19 : 12 amto : " amy lannou "cc : " janice berke - davis "subject : mcnic / lyondell - nomination change - jan 2001amy ,please note that the mcnic noms for january , 2001 into the lyondellchannelview plant via hpl will changes accordingly :jan 29 : from 10 , 000 mmbtu / day to zero .jan 30 : from 10 , 000 mmbtu / day to zero .jan 31 : from 10 , 000 mmbtu / day to zero .please call should you have any questions .thanks !kevin e . olsonenergy service providers , llp1521 green oak place # 170kingwood , texas 77339phone : 281 - 359 - 4610fax : 281 - 359 - 4656email : olson @ espllp . com###
1011.txt|12/30/1899 12:00:00 AM|||||||eileen , our gas control records indicate the following rate changes for march26 , 2001 flow :20 , 000 rate 0900 to 1400 ( 5 hrs ) ;40 , 000 rate 1400 to 0100 ( 11 hrs )nom . for the day : 22 , 500 mmbtu .please call me to see if we can agree on the total nom .i can be reached at 214 - 812 - 4404 ." eileen ponton " on 03 / 27 / 2001 09 : 39 : 00 amto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissajones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . comcc :subject : noms / actual vols for 3 / 26 / 01nom mcf mmbtu24 , 167 21 , 820 22 , 409btu = 1 . 027note : no changes to flow rates for 3 / 23 thru 3 / 25 . . . . . . . . . . . . .###
1012.txt|12/30/1899 12:00:00 AM|||||||teco tap 45 . 000 / enron###
1013.txt|12/30/1899 12:00:00 AM|||||||we need to discuss further . my concern would be that how do we know what %hpl should be retaining at a compressor or zone to make sure we recoup ourfuel cost ? also , could allocated fuel cause a contract imbalance ? i thinkthat pipeline operations can handle the scheduling of third party fuelretainage . but , if we retain fuel on ena transports , then we need to come upwith a plan to nominate this in marketing operations to houston pipeline .currently , this process is not in place .enron north america corp .from : brenda f herod 06 / 22 / 2000 12 : 35 pmto : lisa csikos / hou / ect @ ect , daren j farmer / hou / ect @ ect , mary msmith / hou / ect @ ect , rita wynne / hou / ect @ ect , steve venturatos / hou / ect @ ect , patclynes / corp / enron @ enron , michael eiben / hou / ect @ ectcc : edward d gottlob / hou / ect @ ectsubject : re : fuelwhat is the answer ? can the systems and processes handle this ? please letme know asap . thanks .edward d gottlob06 / 22 / 2000 10 : 57 amto : bherod @ enron . comcc :subject : fuelbrenda ,as you know fuel is a big risk . one of the things we are trying to do is getthe shipper to pay fuel . this would mean we would purchase , transport andpossibly sell gas with a fuel percentage as part of the price . can thedownstream systems , scheduling etc handle this ?###
1014.txt|12/30/1899 12:00:00 AM|||||||daren ,the volume is 1 , 000 / d . do you want me to put it in ?bob- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 28 / 2000 09 : 30am - - - - - - - - - - - - - - - - - - - - - - - - - - -from : o ' neal d winfree on 06 / 28 / 2000 07 : 47 amto : robert cotten / hou / ect @ ectcc :subject : re : hydrocarbon lease mgmt .the july forward deal ticket is # 310830 for meter 9836 . . .enron north america corp .from : robert cotten 06 / 27 / 2000 05 : 34 pmto : o ' neal d winfree / hou / ect @ ectcc :subject : hydrocarbon lease mgmt .o ' neal ,will there be a new deal ticket or will # 281540 be rolled for july ? pleaseadvise . thanks .bob###
1015.txt|12/30/1899 12:00:00 AM|||||||fyi i ' m putting these tickets in now .- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 03 / 28 / 2000 01 : 42pm - - - - - - - - - - - - - - - - - - - - - - - - - - -vance l taylor @ ect03 / 28 / 2000 01 : 40 pmto : tom acton / corp / enron @ enroncc : carlos j rodriguez / hou / ect @ ect , lisa hesse / hou / ect @ ect , susansmith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissagraves / hou / ect @ ect , julie meyers / hou / ect @ ectsubject : april spot ticketstom ,hplc will be purchasing wellhead gas from the producers listed below for theproduction month of april . this production will be purchased on a " spot "basis and deal tickets should be created and entered into sitara based on thefollowing information :counterparty meter volume priceengage energy us , lp 5839 598 mmbtu / d 100 % if / hsc less $ 0 . 20engage energy us , lp 5848 285 mmbtu / d 100 % if / hsc less $ 0 . 20engage energy us , lp 5923 671 mmbtu / d 100 % if / hsc less $ 0 . 20engage energy us , lp 6801 1 , 157 mmbtu / d 100 % if / hsc less $ 0 . 20el sordo gathering 6315 103 mmbtu / d 70 % if / hscswift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258eex corporation 6500 1 , 778 mmbtu / d 95 % if / hsceex corporation 5999 8 , 648 mmbtu / d 95 % if / hscthanks ,vltx 3 - 6353###
1016.txt|12/30/1899 12:00:00 AM|||||||teco tap 120 . 000 / hpl ifercls hpl haty 30 . 000 / enron###
1017.txt|12/30/1899 12:00:00 AM|||||||november 7 , 2000teco tap 30 . 000 / enron ; 71 . 250 / hpl iferc###
1018.txt|12/30/1899 12:00:00 AM|||||||daren / carlos :i did not receive any more customer nominations . therefore , the attachedfile should not have changed from what was provided to carlos last week .please let me know if you have any questions ,thanks , scs x 33321- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 12 / 20 / 99 11 : 23 am- - - - - - - - - - - - - - - - - - - - - - - - - - -vance l taylor12 / 17 / 99 04 : 07 pmto : susan smith / hou / ect @ ectcc : melissa graves / hou / ect @ ectsubject : january production estimatesusan ,please see the attached file for january ' s production estimate . this ispretty much the final estimate except that i have calls in to costilla &walter ( superior ) . they both said that they would fax their nom once it wascomplete . hopefully this will be by monday . if not , all of the traders havereviewed the estimate and made their changes . i feel pretty confident thatthis is a good number . however , if your should receive any noms beforemonday at noon , please update the file and send it to carlos and daren .thanks and merry christmas to you and yours !vltx 3 - 6353###
1019.txt|12/30/1899 12:00:00 AM|||||||phillips has changed there nom at meter 6673 . vance had 119 in his file butphillips sent in a nom today for 948 . so far it has flowed for aprilbetween 1100 and 841 .prize has some changes .meter fromto march range .4028 1113717 1137 to 8875579 27332381 2800 to 25785767 115150 140 to 1036191 249154 253 to 2176675 120239 78 to 1569604 10932 38 to 634965 149180 71 to 2885121 11631135 303 to 703vintage989603 0330 no mom in april , nomed 270in march .###
102.txt|12/30/1899 12:00:00 AM|||||||heidi - there should be a deal ticket in sitara for this sale to engage , butit looks as though 12 / 99 was the last month a deal was entered( if / hsc + 1 . 00 ) . george / craig - could you guys coordinate who should be rollingthis deal or let us know if this gas should not be flowing ? heidi -historically we ' ve been charging $ . 60 / mm for this transport .enron north america corp .from : heidi withers 04 / 19 / 2000 10 : 27 amto : lauri a allen / hou / ect @ ectcc :subject : hpl delivery meter 1520i am finding flow out there on hpl 215 for meter 1520 ( tx city coastalstates ) starting 4 / 1 / 00 ( actually , no volume was scheduled but looks like ithas been allocated since march 1 ) . did you want a premium rate for this ?###
1020.txt|12/30/1899 12:00:00 AM|||||||teco tap 18 . 750 / enron###
1021.txt|12/30/1899 12:00:00 AM|||||||gerald / eric -i have a couple of questions regarding tglo transport contract012 - 88494 - 202 . we are currently delivering a volume of 28 . 000 mm into variousmidcon interconnects on this contract that are designated to go toreliant / entex for the purpose of heating hisd schools . the transportcontract stipulates different rates for this delivery depending on whetherthe gas is intended for state facilities or not . my first question , then ,is : are hisd schools considered state facilities ? and , if hisd schools areconsidered state facilities , does the fact that this gas is being deliveredto them via reliant / entex utilizing midcon ' s pipe make any difference ?i am asking these questions not only to assure that we are recouping thecorrect transport rate , but also to determine what the consequences might beif i interrupt this delivery . we are having difficulty getting enough gasinto midcon to cover our entex noms and i am just exploring my options . iwould also expect that this volume should decrease when hisd closes for thechristmas holidays - does the fact that this is an it agreement give me enoughleverage to cut this nom if tglo does not do so voluntarily ?thanks for your help .###
